principio_ativo,produto,apresentacao,forma_farmaceutica,concentracao_texto,via_administracao,classe_terapeutica,controle,fonte
cloridrato de moxifloxacino,CLORIDRATO DE MOXIFLOXACINO,400 MG COM REV CT BL AL AL X 5,comprimido revestido,400 mg,oral,J1G1 - FLUORQUINOLONAS ORAIS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de moxifloxacino,CLORIDRATO DE MOXIFLOXACINO,400 MG COM REV CT BL AL AL X 7,comprimido revestido,400 mg,oral,J1G1 - FLUORQUINOLONAS ORAIS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de moxifloxacino,OFTALMOX,"5,0 MG/ML SOL OFT CT FR GOT PLAS PE OPC X 5 ML",solução oftálmica,"5,0 mg/ml",oftálmica,S1A - ANTIINFECCIOS OFTALMOLÓGICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de moxifloxacino,AVALOX,400 MG COM REV CT BL AL AL X 5,comprimido revestido,400 mg,oral,J1G1 - FLUORQUINOLONAS ORAIS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de moxifloxacino,AVALOX,400 MG COM REV CT BL AL AL X 7,comprimido revestido,400 mg,oral,J1G1 - FLUORQUINOLONAS ORAIS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de moxifloxacino monoidratado,CLORIDRATO DE MOXIFLOXACINO,"1,6 MG/ML SOL INFUS IV CX 5 FA PLAS PE TRANS SIST FECH X 250 ML",solução para infusão,"1,6 mg/ml",intravenosa,J1G2 - FLUORQUINOLONAS INJETÁVEIS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de moxifloxacino monoidratado,ZANTY,5 MG/ML SOL GOT OFT CT FR GOT PLAS PEAD/PEBD OPC X 5 ML,solução got oftálmica,5 mg/ml,oftálmica,S1A - ANTIINFECCIOS OFTALMOLÓGICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de nafazolina,CLAROFT,"0,12 MG/ML SOL OFT CT FR PLAS OPC GOT X 15 ML",solução oftálmica,"0,12 mg/ml",oftálmica,"S1G5 - DESCONGESTIONANTES OFTALMOLÓGICOS, SIMPATICOMIMÉTICOS",nao_classificado,ANVISA/CMED 2026-06
cloridrato de nafazolina,CLORIDRATO DE NAFAZOLINA,"0,5 MG/ML SOL NAS CT FR GOT PLAS TRANSL X 30 ML",solução nasal,"0,5 mg/ml",nasal,R1A7 - DESCONGESTIONANTES NASAIS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de nafazolina,FLUIDSORO,"0,50 MG/ML SOL NASAL CT FR PLAS INC GOTEJADOR X 30 ML",solução nasal,"0,50 mg/ml",nasal,R1A7 - DESCONGESTIONANTES NASAIS,nao_classificado,ANVISA/CMED 2026-06
cloridrato de nafazolina,CLORIDRATO DE NAFAZOLINA,"0,5 MG/ML SOL NAS CT FR PLAS OPC GOT X 30 ML",solução nasal,"0,5 mg/ml",nasal,R1A7 - DESCONGESTIONANTES NASAIS,nao_classificado,ANVISA/CMED 2026-06
cloridrato de nafazolina,NOVOSORO NF,"0,5 MG/ML SOL NAS CT FR PLAS OPC GOT X 30 ML",solução nasal,"0,5 mg/ml",nasal,R1A7 - DESCONGESTIONANTES NASAIS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de nafazolina,CLORIDRATO DE NAFAZOLINA,"0,5 MG/ML SOL NAS CT FR PLAS TRANS GOT X 30 ML",solução nasal,"0,5 mg/ml",nasal,R1A7 - DESCONGESTIONANTES NASAIS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de nafazolina,CLORIDRATO DE NAFAZOLINA,"0,5 MG/ML SOL NAS CX 12 FR PLAS TRANS GOT X 30 ML",solução nasal,"0,5 mg/ml",nasal,R1A7 - DESCONGESTIONANTES NASAIS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de nafazolina,CLORIDRATO DE NAFAZOLINA,"0,5 MG/ML SOL NAS CX 48 FR PLAS TRANS GOT X 30 ML",solução nasal,"0,5 mg/ml",nasal,R1A7 - DESCONGESTIONANTES NASAIS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de nafazolina,CLORIDRATO DE NAFAZOLINA,"0,5 MG/ML SOL NAS CX 200 FR PLAS TRANS GOT X 30 ML",solução nasal,"0,5 mg/ml",nasal,R1A7 - DESCONGESTIONANTES NASAIS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de nafazolina,SORINE,"0,5 MG/ML SOL NAS CT FR GOT PLAS TRANS X 30 ML",solução nasal,"0,5 mg/ml",nasal,R1A7 - DESCONGESTIONANTES NASAIS,nao_classificado,ANVISA/CMED 2026-06
cloridrato de nafazolina,SINUSTRAT VASOCONSTRICTOR,"0,5 MG/ML SOL NAS CT FR PLAS OPC CGT X 10 ML",solução nasal,"0,5 mg/ml",nasal,R1A7 - DESCONGESTIONANTES NASAIS,venda_livre,ANVISA/CMED 2026-06
cloridrato de nafazolina,AD SORO,"0,5 MG/ML SOL NAS CT FR PLAS TRANS GOT X 30 ML",solução nasal,"0,5 mg/ml",nasal,R1A7 - DESCONGESTIONANTES NASAIS,nao_classificado,ANVISA/CMED 2026-06
cloridrato de nafazolina,SORINAN,"0,5 MG/ML SOL NAS CT FR GOT PLAS PE OPC X 30 ML",solução nasal,"0,5 mg/ml",nasal,R1A7 - DESCONGESTIONANTES NASAIS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de nafazolina,MULTISORO ADULTO,"0,5 MG/ML SOL NAS CT FR GOT PLAS TRANSL X 30 ML",solução nasal,"0,5 mg/ml",nasal,R1A7 - DESCONGESTIONANTES NASAIS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de nafazolina,NARIX,"0,5 MG/ML SOL NAS CT FR GOT PLAS PEAD/PEBD TRANSL X 30 ML",solução nasal,"0,5 mg/ml",nasal,R1A7 - DESCONGESTIONANTES NASAIS,nao_classificado,ANVISA/CMED 2026-06
cloridrato de nafazolina,SONARIN,"0,5 MG/ML SOL NAS FR PLAS TRANS GOT X 30 ML",solução nasal,"0,5 mg/ml",nasal,R1A7 - DESCONGESTIONANTES NASAIS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de nafazolina,NEOSORO,"0,5 MG/ML SOL NAS CT FR PLAS  TRANS GOT X 30 ML",solução nasal,"0,5 mg/ml",nasal,R1A7 - DESCONGESTIONANTES NASAIS,nao_classificado,ANVISA/CMED 2026-06
cloridrato de nafazolina + dexpantenol + maleato de mepiramina,NARIDRIN,"(1 + 0,2 +5) MG/ML SOL NAS CT FR GOT PLAS PEAD/PEBD OPC  X 15 ML",solução nasal,"1 + 0,2 +5 mg/ml",nasal,R1A9 - OUTRAS PREPARAÇÕES TÓPICAS NASAIS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de nafazolina + dexpantenol + maleato de mepiramina,NARIDRIN,"(0,5 + 0,2 +5) MG/ML SOL NAS CT FR GOT PLAS PEAD/PEBD OPC  X 15 ML",solução nasal,"0,5 + 0,2 +5 mg/ml",nasal,R1A9 - OUTRAS PREPARAÇÕES TÓPICAS NASAIS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de nafazolina + dexpantenol + maleato de mepiramina,NARIDRIN,"(1 + 0,2 + 5) MG/ML SOL NAS CT FR PLAS OPC  X 15 ML",solução nasal,"1 + 0,2 + 5 mg/ml",nasal,R1A9 - OUTRAS PREPARAÇÕES TÓPICAS NASAIS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de nafazolina + dexpantenol + maleato de mepiramina,NARIDRIN,"(1 + 0,2 + 5) MG/ML SOL NAS CT FR PLAS OPC X 30 ML",solução nasal,"1 + 0,2 + 5 mg/ml",nasal,R1A9 - OUTRAS PREPARAÇÕES TÓPICAS NASAIS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de nafazolina + fosfato dissódico de dexametasona + sulfato de neomicina,HIDROCIN,"0,75 MG/ML + 0,5 MG/ML + 5 MG/ML SOL NAS CT FR PLAS OPC SPRAY X 20 ML",solução nasal,"0,75 mg/ml + 0,5 mg/ml + 5 mg/ml",nasal,R1A3 - CORTICOSTERÓIDES NASAIS COM ANTI-INFECCIOSOS,nao_classificado,ANVISA/CMED 2026-06
cloridrato de nafazolina + maleato de feniramina,CLARIL,"0,25 MG/ML + 3,0 MG/ML SOL OFT CT FR PLAS TRANS GOT X 15 ML",solução oftálmica,"0,25 mg/ml + 3,0 mg/ml",oftálmica,"S1G5 - DESCONGESTIONANTES OFTALMOLÓGICOS, SIMPATICOMIMÉTICOS",nao_classificado,ANVISA/CMED 2026-06
cloridrato de nafazolina + maleato de feniramina,CRISTALIN,"0,25 MG/ML + 3 MG/ML SOL OFT CT FR GOT PLAS OPC X 15 ML",solução oftálmica,"0,25 mg/ml + 3 mg/ml",oftálmica,"S1G1 - ANTIALÉRGICOS OFTAMOLÓGICOS, ANTI-HISTAMÍNICOS",venda_livre,ANVISA/CMED 2026-06
cloridrato de nafazolina + maleato de feniramina,UNICLARIN,"0,25 MG/ML + 3 MG/ML SOL OFT CT FR GOT PLAS OPC X 15 ML",solução oftálmica,"0,25 mg/ml + 3 mg/ml",oftálmica,"S1G1 - ANTIALÉRGICOS OFTAMOLÓGICOS, ANTI-HISTAMÍNICOS",venda_livre,ANVISA/CMED 2026-06
cloridrato de nafazolina + maleato de feniramina,CLANISTIL,"0,25 MG/ ML + 3 MG/ML SOL OFT CT FR PLAS OPC GOT X 15 ML",solução oftálmica,"0,25 mg/ ml + 3 mg/ml",oftálmica,"S1G5 - DESCONGESTIONANTES OFTALMOLÓGICOS, SIMPATICOMIMÉTICOS",venda_livre,ANVISA/CMED 2026-06
cloridrato de nafazolina + sulfato de zinco,COLÍRIO TEUTO,"0,15MG/ML + 0,3 MG/ML SOL OFT CT FR PLAS TRANS GOT X 20 ML",solução oftálmica,"0,15 mg/ml + 0,3 mg/ml",oftálmica,"S1G5 - DESCONGESTIONANTES OFTALMOLÓGICOS, SIMPATICOMIMÉTICOS",venda_livre,ANVISA/CMED 2026-06
cloridrato de nafazolina + sulfato de zinco,COLÍRIO LEGRAND,"(0,30 + 0,15) MG/ML SOL OFT CT FR GOT PLAS OPCX 20 ML",solução oftálmica,"0,30 + 0,15 mg/ml",oftálmica,"S1G5 - DESCONGESTIONANTES OFTALMOLÓGICOS, SIMPATICOMIMÉTICOS",venda_livre,ANVISA/CMED 2026-06
cloridrato de nafazolina + sulfato de zinco heptaidratado,LAVOLHO D,"0,15MG/ML + 0,30MG/ML SOL OFT CT FR PLAS X 20ML",solução oftálmica,"0,15 mg/ml + 0,30 mg/ml",oftálmica,"S1G5 - DESCONGESTIONANTES OFTALMOLÓGICOS, SIMPATICOMIMÉTICOS",venda_livre,ANVISA/CMED 2026-06
cloridrato de nafazolina + sulfato de zinco heptaidratado,COLÍRIO MOURA BRASIL,"0,15 MG/ML + 0,3 MG/ML SOL OFT CT FR CGT PLAS TRANS X 20 ML",solução oftálmica,"0,15 mg/ml + 0,3 mg/ml",oftálmica,"S1G5 - DESCONGESTIONANTES OFTALMOLÓGICOS, SIMPATICOMIMÉTICOS",venda_livre,ANVISA/CMED 2026-06
cloridrato de nalbufina,NUBAIN,10 MG/ML SOL INJ  IM/SC/IV CX 10 AMP VD AMB X 1 ML,solução injetável,10 mg/ml,"intramuscular, subcutânea, intravenosa",N2A - ANALGÉSICOS NARCÓTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de nalbufina,NUBAIN,10 MG/ML SOL INJ  IM/SC/IV CX 25 AMP VD AMB X 1 ML,solução injetável,10 mg/ml,"intramuscular, subcutânea, intravenosa",N2A - ANALGÉSICOS NARCÓTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de nalbufina,NALBLI,10 MG/ML SOL INJ IM/IV/SC CX AMP VD AMB X 1ML,solução injetável,10 mg/ml,"intramuscular, intravenosa, subcutânea",N2A - ANALGÉSICOS NARCÓTICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de nalbufina,NALBLI,10 MG/ML SOL INJ IM/IV/SC CX 50 AMP VD AMB X 1ML,solução injetável,10 mg/ml,"intramuscular, intravenosa, subcutânea",N2A - ANALGÉSICOS NARCÓTICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de nalbufina,CLORIDRATO DE NALBUFINA,10 MG/ML SOL INJ IM/IV/SC CT 10 AMP VD AMB X 1 ML,solução injetável,10 mg/ml,"intramuscular, intravenosa, subcutânea",N2A - ANALGÉSICOS NARCÓTICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de nalbufina,CLORIDRATO DE NALBUFINA,10 MG/ML SOL INJ IM/IV/SC CX 25 AMP VD AMB X 1 ML,solução injetável,10 mg/ml,"intramuscular, intravenosa, subcutânea",N2A - ANALGÉSICOS NARCÓTICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de nalbufina,CLORIDRATO DE NALBUFINA,10 MG/ML SOL INJ IM/IV/SC CX 25 AMP VD AMB X 2 ML,solução injetável,10 mg/ml,"intramuscular, intravenosa, subcutânea",N2A - ANALGÉSICOS NARCÓTICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de nalbufina,CLORIDRATO DE NALBUFINA,10 MG/ML SOL INJ IM/IV/SC CX 50 AMP VD AMB X 1 ML,solução injetável,10 mg/ml,"intramuscular, intravenosa, subcutânea",N2A - ANALGÉSICOS NARCÓTICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de nalbufina,CLORIDRATO DE NALBUFINA,10 MG/ML SOL INJ IM/IV/SC CX 50 AMP VD AMB X 2 ML,solução injetável,10 mg/ml,"intramuscular, intravenosa, subcutânea",N2A - ANALGÉSICOS NARCÓTICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de naloxona,NARCAN,"0,4 MG/ML  SOL INJ IM/SC/IV CX 10 AMP VD TRANS X 1 ML",solução injetável,"0,4 mg/ml","intramuscular, subcutânea, intravenosa",N7F - PRODUTOS USADOS EM DEPENDÊNCIA OPIÁCEAS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de naloxona,NARCAN,"0,4 MG/ML SOL INJ IM/SC/IV  CX 25 AMP VD TRANS X 1 ML",solução injetável,"0,4 mg/ml","intramuscular, subcutânea, intravenosa",N7F - PRODUTOS USADOS EM DEPENDÊNCIA OPIÁCEAS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de naloxona,CLORIDRATO DE NALOXONA,"0,4 MG/ ML SOL INJ CX 10 AMP VD AMB X 1 ML",solução injetável,"0,4 mg/ ml",parenteral,N7F - PRODUTOS USADOS EM DEPENDÊNCIA OPIÁCEAS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de naloxona,CLORIDRATO DE NALOXONA,"0,4 MG/ ML SOL INJ CX 25 AMP VD AMB X 1 ML",solução injetável,"0,4 mg/ ml",parenteral,N7F - PRODUTOS USADOS EM DEPENDÊNCIA OPIÁCEAS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de naloxona,CLORIDRATO DE NALOXONA,"0,4 MG/ ML SOL INJ CX 50 AMP VD AMB X 1 ML",solução injetável,"0,4 mg/ ml",parenteral,N7F - PRODUTOS USADOS EM DEPENDÊNCIA OPIÁCEAS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de naltrexona,REVIA,50 MG COM REV CT FR PLAS OPC X 30,comprimido revestido,50 mg,oral,N7E - PRODUTOS USADOS EM DEPENDÊNCIA ALCOÓLICA,nao_classificado,ANVISA/CMED 2026-06
cloridrato de naltrexona,UNINALTREX,50 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 20,comprimido revestido,50 mg,oral,N7E - PRODUTOS USADOS EM DEPENDÊNCIA ALCOÓLICA,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de naltrexona,UNINALTREX,50 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,comprimido revestido,50 mg,oral,N7E - PRODUTOS USADOS EM DEPENDÊNCIA ALCOÓLICA,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de naltrexona di-hidratado + cloridrato de bupropiona,REDUXALT,(90 + 8) MG COM REV LIB PROL CT BL AL AL X 70,comprimido revestido de liberação prolongada,90 + 8 mg,oral,"A8A - PREPARAÇÕES ANTIOBESIDADE, EXCETO OS DIETÉTICOS",venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de naltrexona di-hidratado + cloridrato de bupropiona,REDUXALT,(90 + 8) MG COM REV LIB PROL CT BL AL AL X 120,comprimido revestido de liberação prolongada,90 + 8 mg,oral,"A8A - PREPARAÇÕES ANTIOBESIDADE, EXCETO OS DIETÉTICOS",venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de naltrexona di-hidratado + cloridrato de bupropiona,SLIV,(90 + 8) MG COM REV LIB PROL CT BL AL AL X 70,comprimido revestido de liberação prolongada,90 + 8 mg,oral,"A8A - PREPARAÇÕES ANTIOBESIDADE, EXCETO OS DIETÉTICOS",venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de naltrexona di-hidratado + cloridrato de bupropiona,SLIV,(90 + 8) MG COM REV LIB PROL CT BL AL AL X 120,comprimido revestido de liberação prolongada,90 + 8 mg,oral,"A8A - PREPARAÇÕES ANTIOBESIDADE, EXCETO OS DIETÉTICOS",venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de naltrexona di-hidratado + cloridrato de bupropiona,BUPNAL,(90 + 8) MG COM REV LIB PROL CT BL AL AL X 70,comprimido revestido de liberação prolongada,90 + 8 mg,oral,"A8A - PREPARAÇÕES ANTIOBESIDADE, EXCETO OS DIETÉTICOS",venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de naltrexona di-hidratado + cloridrato de bupropiona,BUPNAL,(90 + 8) MG COM REV LIB PROL CT BL AL AL X 120,comprimido revestido de liberação prolongada,90 + 8 mg,oral,"A8A - PREPARAÇÕES ANTIOBESIDADE, EXCETO OS DIETÉTICOS",venda_sob_prescricao_retida,ANVISA/CMED 2026-06
cloridrato de naratriptana,NARAMIG,"2,5 MG COM REV CT BL AL / AL X 4",comprimido revestido,"2,5 mg",oral,N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de naratriptana,CLORIDRATO DE NARATRIPTANA,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 4",comprimido revestido,"2,5 mg",oral,N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de naratriptana,CLORIDRATO DE NARATRIPTANA,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 10",comprimido revestido,"2,5 mg",oral,N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de naratriptana,CLORIDRATO DE NARATRIPTANA,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 8",comprimido revestido,"2,5 mg",oral,N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de naratriptana,NARATRIN,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 2",comprimido revestido,"2,5 mg",oral,N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de naratriptana,NARATRIN,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 4",comprimido revestido,"2,5 mg",oral,N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de naratriptana,NARATRIN,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 6",comprimido revestido,"2,5 mg",oral,N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de naratriptana,NARATRIN,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 10",comprimido revestido,"2,5 mg",oral,N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de naratriptana,NARATRIN,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 12",comprimido revestido,"2,5 mg",oral,N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de naratriptana,NARATRIN,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 20",comprimido revestido,"2,5 mg",oral,N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de naratriptana,NARATRIN,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 8",comprimido revestido,"2,5 mg",oral,N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de naratriptana,NARCEF,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 2",comprimido revestido,"2,5 mg",oral,N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de naratriptana,NARCEF,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 4",comprimido revestido,"2,5 mg",oral,N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de naratriptana,NARCEF,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 6",comprimido revestido,"2,5 mg",oral,N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de naratriptana,NARCEF,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 10",comprimido revestido,"2,5 mg",oral,N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
cloridrato de naratriptana,NARCEF,"2,5 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 12",comprimido revestido,"2,5 mg",oral,N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
